skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
323072;Hauptschule Lichtenwörth;2493;Lichtenwörth;Kirchenplatz 4;02622/75576;hs.lichtenwoerth@noeschule.at;hslichtenwoerth.ac.at/joomla-asn015;APS $HS;
323081;Volksschule Felixdorf;2603;Felixdorf;Siedlergasse 6;02628/62666;vs.felixdorf@noeschule.at;vs-felixdorf.schulweb.at;APS $VS;
323082;Hauptschule Markt Piesting;2753;Markt Piesting;Herbert Seiser-Platz 1;02633/42254;hs.markt-piesting@noeschule.at;www.hsmarktpiesting.ac.at;APS $HS;
323092;Hauptschule Pernitz;2763;Pernitz;Peter Rosegger-Straße 4;02632/72415;hs.pernitz@noeschule.at;hspernitz.schulweb.at;APS $HS PTS;
323102;Hauptschule Wiesmath;2811;Wiesmath;Schulstraße 7;02645/2250;hs.wiesmath@noeschule.at;www.hswiesmath.ac.at;APS $HS PTS;
323111;Volksschule Gutenstein;2770;Gutenstein;Markt 94;02634/7265;vs.gutenstein@noeschule.at;www.vsgutenstein.ac.at;APS $VS;
323112;Neue Niederösterreichische Mittelschule Winzendorf - Muthmannsdorf;2722;Winzendorf;Hauptstraße 258;02638/22349-10;hs.winzendorf-muthmannsdorf@noeschule.at;www.nms-wimu.at;APS $HS NMS;
323122;Hauptschule Hochneukirchen - Gschaidt;2852;Hochneukirchen;Schulgasse 3;02648/245;hs.hochneukirchen-gschaidt@noeschule.at;www.hshochneukirchen.ac.at;APS $HS;
323131;Volksschule Hochwolkersdorf;2802;Hochwolkersdorf;Schulgasse 1;02645/8500;vs.hochwolkersdorf@noeschule.at;www.vshochwolkersdorf.ac.at;APS $VS;
323132;Private Hauptschule Lanzenkirchen, Frohsdorf des Institutes Sta.Christiana;2821;Lanzenkirchen;Frohsdorf 28;02627/45235-13;phs.lanzenkirchen-frohsdorf@noeschule.at;www.stachristiana.at;APS $HS NMS;
323141;Volksschule Hollenthon;2812;Hollenthon;Nr. 70;02645/7222;vs.hollenthon@noeschule.at;www.vshollenthon.ac.at;APS $VS;
323142;Hauptschule Lichtenegg;2813;Lichtenegg;Schulstraße 10;02643/2230;hs.lichtenegg@noeschule.at;www.hslichtenegg.ac.at;APS $HS;
323151;Volksschule Katzelsdorf;2801;Katzelsdorf;Mühlgasse 4;02622/78264;vs.katzelsdorf@noeschule.at;www.vskatzelsdorf.ac.at;APS $VS;
323161;Volksschule Kirchschlag in der Buckligen Welt;2860;Kirchschlag in der Buckligen Welt;Stanger Straße 19;02646/2500;vs.kirchschlag-bucklige-welt@noeschule.at;www.vskirchschlag.ac.at;APS $VS $AS;
323171;Volksschule Krumbach;2851;Krumbach;Schulgasse 3;02647/42345;vs.krumbach@noeschule.at;www.vskrumbach.ac.at;APS $VS;
323181;Volksschule Lanzenkirchen;2821;Lanzenkirchen;Nr. 100;02627/45780;vs.lanzenkirchen@noeschule.at;www.vslanzenkirchen.ac.at;APS $VS;
323201;Volksschule Lichtenegg;2813;Lichtenegg;Schulstraße 10;02643/2382;vs.lichtenegg@noeschule.at;www.vslichtenegg.ac.at;APS $VS;
323211;Volksschule Lichtenwörth;2493;Lichtenwörth;Kirchenplatz 4;02622/75576;vs.lichtenwoerth@noeschule.at;www.vslichtenwoerth.ac.at;APS $VS;
323231;Volksschule Hochneukirchen - Gschaidt;2852;Hochneukirchen;Schulgasse 1;02648/245-20;vs.hochneukirchen-gschaidt@noeschule.at;www.vshochneukirchen.ac.at;APS $VS;
323241;Volksschule Markt Piesting;2753;Markt Piesting;Bahngasse 1;02633/42464;vs.markt-piesting@noeschule.at;vs-marktpiesting.schulweb.at;APS $VS;
323251;Volksschule Matzendorf - Hölles;2751;Matzendorf - Hölles;Kirchengasse 4;02628/62602;vs.matzendorf-hoelles@noeschule.at;http://www.vsmatzendorf.ac.at/;APS $VS;
323281;Volksschule Pernitz;2763;Pernitz;Muggendorfer Straße 15;02632/74177;vs.pernitz@noeschule.at;vs-pernitz.schulweb.at;APS $VS;
323301;Volksschule Rohr im Gebirge;2663;Rohr im Gebirge;Nr. 10;02667/8249;vs.rohr-gebirge@noeschule.at;www.vsrohrimgebirge.ac.at;APS $VS;
323321;Volksschule Schwarzenbach;2803;Schwarzenbach;Markt 45;02645/520114;vs.schwarzenbach@noeschule.at;http://www.vsschwarzenbach.ac.at/;APS $VS;
323341;Volksschule Sollenau;2601;Sollenau;Schulgasse 2;02628/47633;vs.sollenau@noeschule.at;http://www.vs-sollenau.at/;APS $VS;
323361;Volksschule Wöllersdorf - Steinabrückl, Steinabrückl;2751;Steinabrückl;Hauptstraße 5;02622/43068;vs.steinabrueckl@noeschule.at;www.vssteinabrueckl.ac.at;APS $VS;
323371;Volksschule Hohe Wand;2724;Hohe Wand - Stollhof;Hauptstraße 129;02638/88213;vs.hohe-wand@noeschule.at;www.vshohewand.ac.at;APS $VS;
323381;Volksschule Theresienfeld;2604;Theresienfeld;Roseggerstraße 6;02622/71323;vs.theresienfeld@noeschule.at;www.vs-theresienfeld.schulweb.at;APS $VS;
323411;Volksschule Waldegg;2754;Waldegg an der Piesting;Nr. 21;02633/4228531;vs.waldegg@noeschule.at;www.vswaldegg.ac.at;APS $VS;
323419;Höhere Lehranstalt für wirtschaftliche Berufe des Schulvereins Institut Sta. Christiana;2821;Lanzenkirchen;Frohsdorfer Hauptstraße 28;02627/45235-16;fs.lanzenkirchen@noeschule.at;www.hlwfrohsdorf.ac.at;BBS W$S WMS;
323421;Volksschule Walpersbach;2822;Walpersbach;Nr. 64;02627/48354;vs.walpersbach@noeschule.at;www.vs-walpersbach.schulweb.at/;APS $VS;
323431;Volksschule Weikersdorf am Steinfelde;2722;Weikersdorf am Steinfelde;Blätterstraße 62;02638/22808;vs.weikersdorf-steinfelde@noeschule.at;http://www.vs-weikersdorf.schulweb.at/;APS $VS;
323441;Volksschule Wiesmath;2811;Wiesmath;Schulstraße 22;02645/2345;vs.wiesmath@noeschule.at;www.vswiesmath.ac.at;APS $VS $AS;
323451;Volksschule Winzendorf - Muthmannsdorf;2722;Winzendorf;Frauenbachgasse 366;02638/22233;vs.winzendorf-muthmannsdorf@noeschule.at;www.vswinzendorf.ac.at;APS $VS;
323461;Volksschule Wöllersdorf - Steinabrückl, Wöllersdorf;2752;Wöllersdorf;Schulgasse 6;02633/43955;vs.woellersdorf@noeschule.at;www.vs.woellersdorf.schulweb.at;APS $VS;
323481;Volksschule Zillingdorf;2492;Zillingdorf;Rathausstraße 7;02622/73710;vs.zillingdorf@noeschule.at;www.vszillingdorf.ac.at;APS $VS;
323491;Private Volksschule Lanzenkirchen, Frohsdorf des Institutes Sta. Christiana;2821;Lanzenkirchen;Frohsdorf 28;02627/45235-12;pvs.lanzenkirchen-frohsdorf@noeschule.at;www.stachristiana.at;APS $VS;
323501;DaVinci Schule am Gut;2721;Bad Fischau-Brunn;Wr. Neustädter Straße 12;;;;APS $VS;
324011;Volksschule Ebergassing;2435;Ebergassing;Himberger Straße 3;02234/73421;vs.ebergassing@noeschule.at;ebergassing.deltatown.to;APS $VS;
324012;Neue Niederösterreichische Mittelschule Ebergassing;2435;Ebergassing;Himberger Straße 1;02234/73422;hs.ebergassing@noeschule.at;www.hsebergassing.ac.at;APS $HS NMS;
324013;Allgemeine Sonderschule Purkersdorf;3002;Purkersdorf;Schwarzhubergasse 5;02231/63601-581;spz.purkersdorf@noeschule.at;;APS $AS SPZ;
324016;Bundesgymnasium und Bundesrealgymnasium Klosterneuburg;3400;Klosterneuburg;Buchberggasse 31;02243/32155-0;bg.klosterneuburg@noeschule.at;www.bgklosterneuburg.ac.at;AHS GYM;
324021;Volksschule Fischamend;2401;Fischamend;Springholzgasse 4;02232/76376;vs.fischamend@noeschule.at;www.vs-fischamend.at;APS $VS;
324022;Hauptschule Fischamend;2401;Fischamend;Enzersdorfer Straße 18;02232/76269;hs.fischamend@noeschule.at;;APS $HS;
324023;Allgemeine Sonderschule Schwechat;2320;Schwechat;Schrödlgasse 1;01/7073083;aso.schwechat@noeschule.at;in Arbeit;APS $AS SPZ;
324026;Gymnasium u. Realgymnasium des Institutes Sacre Coeur, Pressbaum;3021;Pressbaum;Klostergasse 12;02233/52427-210;gym.pressbaum@noeschule.at;www.sacre-coeur.org;AHS GYM;
324031;Volksschule Gablitz;3003;Gablitz;Ferdinand Ebner-Gasse 6;02231/63882;vs.gablitz@noeschule.at;;APS $VS;
324032;Neue Niederösterreichische Mittelschule Gerasdorf bei Wien;2201;Gerasdorf bei Wien;Bahnstraße 26;02246/2270;324032@noeschule.at;www.hsgerasdorf.ac.at;APS $HS NMS;
324036;Bundesgymnasium und Bundesrealgymnasium Schwechat;2320;Schwechat;Ehrenbrunngasse 6;01/7078494-0;bg.schwechat@noeschule.at;www.bgschwechat.ac.at;AHS GYM;
324041;Volksschule Gerasdorf bei Wien;2201;Gerasdorf bei Wien;Schulgasse 10;02246/3960;324041@noeschule.at;www.volksschule-gerasdorf.at;APS $VS;
324042;Neue Niederösterreichische Mittelschule Gramatneusiedl;2440;Gramatneusiedl;Wiener Straße 2;02234/73411;hs.gramatneusiedl@noeschule.at;www.hsgramatneusiedl.ac.at;APS $HS NMS;
324043;Allgemeine Sonderschule Klosterneuburg;3400;Klosterneuburg;Albrechtsstraße 52a;02243/444324;324043@noeschule.at;asoklosterneuburg.schulweb.at;APS $AS SPZ;
324046;Bundesgymnasium und Bundesrealgymnasium Purkersdorf;3002;Purkersdorf;Herrengasse 4;02231/61304-0;gym.purkersdorf@noeschule.at;www.gympurkersdorf.ac.at;AHS GYM;
324051;Volksschule Gramatneusiedl;2440;Gramatneusiedl;Wiener Straße 2a;02234/73303;vs.gramatneusiedl@noeschule.at;vsgramatneusiedl.ac.at;APS $VS;
324052;Neue Niederösterreichische Mittelschule Himberg;2325;Himberg;Kirchenplatz 2;02235/86306;hs.himberg@noeschule.at;www.hauptschule-himberg.at;APS $HS NMS;
324061;Volksschule Himberg;2325;Himberg;Kirchenplatz 1;02235/87906, DW 12  Lehrerzimmer, DW 21 Direktion;vs.himberg@noeschule.at;www.vshimberg.ac.at;APS $VS;
324062;Neue Niederösterreichische Mittelschule Klosterneuburg, Hermannstraße;3400;Klosterneuburg;Hermannstraße 11;02243/444323;324062@noeschule.at;www.hsklosterneuburg-hermann.ac.at;APS $HS NMS;
324063;Allgemeine Sonderschule Fischamend;2401;Fischamend;Springholzgasse 4;02232/78717;aso.fischamend@noeschule.at;www.spz-fischamend.at;APS $AS SPZ;
324071;Volksschule Gerasdorf bei Wien, Kapellerfeld;2201;Gerasdorf bei Wien;Kapellerfeld, Schillergasse 25;02246/2940;vs.kapellerfeld@noeschule.at;www.vskapellerfeld.ac.at;APS $VS $AS;
324072;Neue Niederösterreichische Mittelschule Klosterneuburg, Langstögergasse;3400;Klosterneuburg;Langstögergasse 15;02243/444322;hs.klosterneuburg-langstoegergasse@noeschule.at;www.hsklosterneuburg-langstoeger.ac.at;APS $HS PTS NMS;
324074;Polytechnische Schule Himberg;2325;Himberg;Erberpromenade 29;02235-87914;pts.himberg@noeschule.at;www.poly-himberg.at;APS PTS;
324081;Volksschule Klosterneuburg, Kierling;3400;Klosterneuburg - Kierling;Hauptstraße 150 - 152;02243/444320;324081@noeschule.at;www.vsklosterneuburg-kierling.ac.at;APS $VS;
324082;Neue Niederösterreichische Mittelschule Lanzendorf;2326;Lanzendorf;Obere Hauptstraße 48;02235/42228;hs.lanzendorf@noeschule.at;www.imslanzendorf.at;APS $HS NMS;
324091;Volksschule Kleinneusiedl;2431;Kleinneusiedl;Fischamender Straße 10;02230/8455;vs.kleinneusiedl@noeschule.at;;APS $VS;
324092;Neue Niederösterreichische Mittelschule Pressbaum;3021;Pressbaum;Fünkhgasse 45a;02233/52866;direktion@nmspressbaum.at;www.nmspressbaum.at;APS $HS NMS;
324101;Volksschule Klosterneuburg, Albrechtstraße;3400;Klosterneuburg;Albrechtstraße 59;02243/444321;324101@noeschule.at;www.vsklosterneuburg-albrecht.ac.at;APS $VS;
324102;Neue Niederösterreichische Mittelschule Purkersdorf;3002;Purkersdorf;Alois Mayer-Gasse 4;02231/63601-551;hs.purkersdorf@noeschule.at;www.schoeffelschule.at;APS $HS PTS NMS;
324111;Volksschule Klosterneuburg, Anton-Bruckner-Gasse;3400;Klosterneuburg;Anton Bruckner-Gasse 6;02243/444-317;vs.klosterneuburg-brucknergasse@noeschule.at;www.brucknerschule.at;APS $VS;
324112;Neue Niederösterreichische Mittelschule Schwadorf;2432;Schwadorf bei Wien;Obere Umfahrungsstraße 16;02230/228811;hs.schwadorf@noeschule.at;www.ehsschwadorf.at;APS $HS NMS;
324121;Volksschule Klosterneuburg, Hermannstraße;3400;Klosterneuburg;Hermannstraße 11;02243/444318;324121@noeschule.at;www.vsklosterneuburg-hermann.ac.at;APS $VS;
324122;Neue Niederösterreichische Mittelschule Schwechat, Rannersdorf;2320;Schwechat;Europaplatz 1;DION:01/7077353-11 LEHRER:-12;hs.schwechat-rannersdorf@noeschule.at;www.hsschwechat-rannersdorf.ac.at;APS $HS NMS;
324131;Volksschule Klosterneuburg, Kritzendorf;3420;Klosterneuburg - Kritzendorf;Hauptstraße 63;02243/444319;324131@noeschule.at;www.vskritzendorf.ac.at;APS $VS;
324132;Hauptschule Schwechat, Schmidgasse;2320;Schwechat;Schmidgasse 8;01/7077193;324132@noeschule.at;www.shs-schwechat.at;APS $HS;
324141;Volksschule Lanzendorf;2326;Lanzendorf;Schulgasse 2;02235/47737;vs.lanzendorf@noeschule.at;http://vs-lanzendorf.schulweb.at;APS $VS;
324142;Private Neue Niederösterreichische Mittelschule des Institutes Sacré Coeur der Erzdiözese Wien in Pressbaum;3021;Pressbaum;Klostergasse 12;02233/52427-675;phs.pressbaum@noeschule.at;;APS $HS NMS;
324151;Volksschule Leopoldsdorf;2333;Leopoldsdorf bei Wien;Hauptstraße 30;02235/47757;vs.leopoldsdorf-wien@noeschule.at;www.vsleopoldsdorf-wien.ac.at;APS $VS;
324161;Volksschule Schwechat, Mannswörth;2323;Schwechat - Mannswörth;Mannswörther Straße 93;01/7078470;vs.schwechat-mannswoerth@noeschule.at;www.vs-mannswoerth.at;APS $VS;
324171;Volksschule Mauerbach;3001;Mauerbach;Hauptstraße 250;01/9792167;vs.mauerbach@noeschule.at;www.vsmauerbach.ac.at;APS $VS;
324181;Volksschule Moosbrunn;2440;Moosbrunn;Wiener Straße 7;02234/72682;vs.moosbrunn@noeschule.at;;APS $VS;
324191;Volksschule Pressbaum;3021;Pressbaum;Hauptstraße 77;02233/52461;vs.pressbaum@noeschule.at;www.vspressbaum.at;APS $VS;
324201;Volksschule Purkersdorf;3002;Purkersdorf;Schwarzhubergasse 7;02231/63366;vs.purkersdorf@noeschule.at;www.vspurkersdorf.ac.at;APS $VS;
324211;Volksschule Schwechat, Rannersdorf;2320;Schwechat - Rannersdorf;Stankagasse 25;01/7078452;vs.schwechat-rannersdorf@noeschule.at;;APS $VS;
324231;Volksschule Schwadorf;2432;Schwadorf bei Wien;Fischamender Straße 44;02230/2265;vs.schwadorf@noeschule.at;http://vs-schwadorf-schulweb.at;APS $VS;
324241;Volksschule I Schwechat;2320;Schwechat;Ehrenbrunngasse 8;01/7071967;vs.schwechat-1@noeschule.at;www.vs1-schwechat.com;APS $VS;
324251;Volksschule II Schwechat;2320;Schwechat;Ehrenbrunngasse 8;01/7071963;324251@noeschule.at;www.vs-schwechat.at;APS $VS;
324271;Volksschule Klosterneuburg, Weidling;3400;Klosterneuburg - Weidling;Löblichgasse 1;02243/444-316;324271@noeschule.at;www.vsweidling.ac.at;APS $VS;
324291;Volksschule Zwölfaxing;2320;Zwölfaxing;Raiffeisenstraße 27-29;01/7076123;vs.zwoelfaxing@noeschule.at;;APS $VS;
324301;Private Volksschule Kritzendorf des Schulverbundes SSND;3420;Klosterneuburg - Kritzendorf;Hauptstraße 22;02243/24878;324301@noeschule.at;www.pvskritzendorf.ac.at;APS $VS;
324311;Freiraum-Schule, Kritzendorf;3420;Klosterneuburg - Kritzendorf;Herzogenburgergasse 13;02243/22960;pvs.kritzendorf-freiraum-schule@noeschule.at;www.freiraumschule.at;APS $VS STS;
324321;Private Volksschule Pressbaum des Institutes Sacre Coeur d. Erzdiözese Wien;3021;Pressbaum;Klostergasse 12;02233/52427-482;pvs.pressbaum@noeschule.at;www.sacre-coeur.org;APS $VS;
324341;Volksschule Gerasdorf bei Wien, Seyring;2201;Gerasdorf bei Wien;Seyring, Schloss Straße 13;02246/27656;vs.seyring@noeschule.at;www.vs-seyring.at;APS $VS;
324351;Privatschule für ganzheitliches Lernen nach Maria Montessorí;3400;Klosterneuburg;Aufeldgasse 27A;02243/21947;ps.klosterneuburg-galemo@noeschule.at;www.galemo.at;APS $VS $HS STS;
324371;Volksschule Tullnerbach;3013;Tullnerbach;Norbertinumstraße 9;02233/53732;vs.tullnerbach@noeschule.at;vstullnerbach.at;APS $VS;
324417;Private Höhere Lehranstalt für BT für Informationstechnologie und Kolleg für BT für Informationstechnologie der Stadtgemeinde Schwechat;2320;Schwechat;Am Concorde Park 2,Gebäude F;;hlt.schwechat@noeschule.at;;BBS T$S TWS THS KOLL;
324419;Fachschule für wirtschaftliche Berufe Pressbaum;3021;Pressbaum;Fünkhgasse 45a;02233/52230;hlw.pressbaum@noeschule.at;www.hlwpressbaum.at;BBS W$S WHS WMS;
324710;Höhere Bundeslehranstalt und Bundesamt für Wein- und Obstbau, Klosterneuburg;3400;Klosterneuburg;Wienerstraße 74;02243/37910-0;direktion@hblawo.bmlfuw.gv.at;www.hblawo.bmlf.gv.at;BBS LFS;
324720;Landwirtschaftliche Fachschule Tullnerbach;3013;Tullnerbach-Lawies;Norbertinumstraße 9;02233/52173;;;BBS LFS;
324810;Bildungsanstalt für Kindergartenpädagogik Sacre Coeur Pressbaum;3021;Pressbaum;Klostergasse 12;02233/52427-338;bakip.pressbaum@noeschule.at;schulen.asn-noe.ac.at/bakippressbaum/;BBS BAKIP;
325011;Volksschule Allentsteig;3804;Allentsteig;Schulstraße 1;02824/2232;vs.allentsteig@noeschule.at;;APS $VS;
325012;Hauptschule Allentsteig;3804;Allentsteig;Schulstraße 1;02824/2905;hs.allentsteig@noeschule.at;www.hsallentsteig.ac.at;APS $HS;
325013;Allgemeine Sonderschule Allentsteig;3804;Allentsteig;Schulstrasse 1;02824/3170;aso.allentsteig@noeschule.at;;APS $AS;
325016;Bundesgymnasium und Bundesrealgymnasium Zwettl;3910;Zwettl;Gymnasiumstraße 1;02822/52324-0;bg.zwettl@noeschule.at;www.gymnasium-zwettl.ac.at;AHS GYM;
325021;Volksschule Altmelon;3925;Altmelon;Nr. 49;02813/328;vs.altmelon@noeschule.at;;APS $VS;
325022;Hauptschule Arbesbach;3925;Arbesbach;Schulgasse 109;02813/7002;hs.arbesbach@noeschule.at;www.hsarbesbach.ac.at;APS $HS;
325023;Allgemeine Sonderschule Zwettl;3910;Zwettl;Hammerweg 2;02822/52669;spz.zwettl@noeschule.at;spzzwettl.ac.at;APS $AS SPZ;
325031;Volksschule Pölla, Altpölla;3593;Altpölla;Nr. 50;02988/6361;vs.altpoella@noeschule.at;;APS $VS;
325032;Hauptschule Groß Gerungs;3920;Groß Gerungs;Arbesbacher Straße 224;02812/8282;hs.gross-gerungs@noeschule.at;www.hs-gerungs.ac.at;APS $HS;
325033;Sondererziehungsschule Allentsteig;3804;Allentsteig;Ottensteiner Straße 36;02824/27084;sez.allentsteig@noeschule.at;;APS $AS;
325041;Volksschule Arbesbach;3925;Arbesbach;Nr. 152;02813/7224;vs.arbesbach@noeschule.at;www.vsarbesbach.ac.at;APS $VS;
325042;Hauptschule Langschlag;3921;Langschlag;Nr. 115;02814/8267;hs.langschlag@noeschule.at;www.hs.langschlag.at;APS $HS;
325043;Allgemeine Sonderschule Ottenschlag;3631;Ottenschlag;Michael Jank-Gasse 4;02872/6477;aso.ottenschlag@noeschule.at;www.asoottenschlag.ac.at;APS $AS SPZ;
325051;Volksschule Bärnkopf;3665;Bärnkopf;Nr. 2;02874/8205;vs.baernkopf@noeschule.at;www.school4you.at/3665/vs-baernkopf/;APS $VS;
325052;Neue Niederösterreichische Mittelschule Ottenschlag;3631;Ottenschlag;Michael Jank-Gasse 6;02872/7268;hs.ottenschlag@noeschule.at;www.hs.ottenschlag.com;APS $HS NMS;
325054;Polytechnische Schule Zwettl;3910;Zwettl;Gerungser Straße 32;02822/53511;pts.zwettl@noeschule.at;www.poly.zwettl.at;APS PTS;
325062;Neue Niederösterreichische Mittelschule Rappottenstein;3911;Rappottenstein;Nr. 10;02828/8302;hs.rappottenstein@noeschule.at;www.hs.rappottenstein.at;APS $HS NMS;
325071;Volksschule Echsenbach;3903;Echsenbach;Kirchenberg 2;02849/8242;vs.echsenbach@noeschule.at;;APS $VS;
325072;Hauptschule Schönbach;3633;Schönbach;Nr. 73;02827/7000;hs.schoenbach@noeschule.at;www.hsschoenbach.at;APS $HS;
325074;Polytechnische Schule Groß Gerungs;3920;Groß Gerungs;Griesbach 46;02813/461;pts.gross-gerungs@noeschule.at;www.ptsgrossgerungs.ac.at;APS PTS;
325081;Volksschule Groß Gerungs, Etzen;3920;Groß Gerungs;Etzen 22;02812/8319;vs.etzen@noeschule.at;;APS $VS;
325082;Neue Niederösterreichische Mittelschule Schweiggers;3931;Schweiggers;Am Schulberg 5;02829/8320;hs.schweiggers@noeschule.at;www.hsschweiggers.ac.at;APS $HS NMS;
325092;Neue Niederösterreichische Mittelschule Zwettl;3910;Zwettl;Schulgasse 24;02822/52326;hs.zwettl@noeschule.at;www.hs.zwettl.at;APS $HS NMS;
325101;Volksschule Zwettl, Friedersbach;3533;Friedersbach;Nr. 86;02826/295;vs.zwettl-friedersbach@noeschule.at;;APS $VS;
325102;Private Hauptschule Zwettl des Trägervereines der Franziskanerinnen Amstetten;3910;Zwettl;Klosterstraße 10;02822/52318-15;phs.zwettl@noeschule.at;www.phszwettl.ac.at;APS $HS NMS;
325111;Volksschule Göpfritz an der Wild;3800;Göpfritz an der Wild;Hauptstraße 48;02825/8241;vs.goepfritz-wild@noeschule.at;www.vsgoepfritz-wild.ac.at;APS $VS;
325112;Hauptschule Stift Zwettl;3910;Zwettl;Stift Zwettl 12;02822/52214;hs.stift-zwettl@noeschule.at;www.hs-stiftzwettl.ac.at;APS $HS;
325121;Volksschule Grafenschlag;3912;Grafenschlag;Nr. 100;02875/8227;vs.grafenschlag@noeschule.at;;APS $VS;
325122;Hauptschule Martinsberg;3664;Martinsberg;Nr. 135;02874/6454;hs.martinsberg@noeschule.at;www.hsmartinsberg.ac.at;APS $HS;
325151;Volksschule Groß Gerungs;3920;Groß Gerungs;Arbesbacher Straße 67;02812/8363;vs.gross-gerungs@noeschule.at;vsgrossgerungs.ac.at;APS $VS $AS;
325161;Volksschule Zwettl, Großglobnitz;3910;Großglobnitz;Nr. 50;02823/256;vs.zwettl-grossglobnitz@noeschule.at;;APS $VS;
325171;Volksschule Großgöttfritz;3913;Großgöttfritz;Nr. 60;02875/8361;vs.grossgoettfritz@noeschule.at;;APS $VS;
325201;Volksschule Gutenbrunn;3665;Gutenbrunn;Jägerzeile 120;02874/7390;vs.gutenbrunn@noeschule.at;;APS $VS;
325211;Volksschule Zwettl, Jagenbach;3923;Jagenbach;Nr. 63;02829/8671;vs.zwettl-jagenbach@noeschule.at;;APS $VS;
325221;Volksschule Zwettl, Jahrings;3910;Zwettl;Jahrings 45;02822/53699;vs.zwettl-jahrings@noeschule.at;;APS $VS;
325261;Volksschule Kirchschlag;3631;Kirchschlag;Nr.  63;02872/7518;vs.kirchschlag@noeschule.at;;APS $VS;
325281;Volksschule Kottes - Purk;3623;Kottes;Nr. 90;02873/7380;vs.kottes-purk@noeschule.at;www.vskottes-purk.ac.at;APS $VS;
325291;Volksschule Langschlag;3921;Langschlag;Nr. 115;02814/7233;vs.langschlag@noeschule.at;www.vs.langschlag.at;APS $VS;
325311;Volksschule Zwettl, Marbach am Walde;3911;Marbach am Walde;Nr. 2;02828/8324;vs.marbach-walde@noeschule.at;;APS $VS;
325321;Volksschule Martinsberg;3664;Martinsberg;Nr. 24;02874/6282;vs.martinsberg@noeschule.at;;APS $VS;
325371;Volksschule Zwettl, Oberstrahlbach;3910;Zwettl;Oberstrahlbach 51;02822/54441;vs.zwettl-oberstrahlbach@noeschule.at;;APS $VS;
325381;Volksschule Ottenschlag;3631;Ottenschlag;Michael Jank-Gasse 4;02872/7380;vs.ottenschlag@noeschule.at;;APS $VS;
325419;Höhere Lehranstalt und Fachschule für wirtschaftliche Berufe Zwettl, Trägerverein Franziskanerinnen Amstetten;3910;Zwettl;Klosterstraße 10;02822/52318-17;hlw.zwettl@noeschule.at;www.hlwzwettl.ac.at;BBS W$S WHS WMS;
325421;Volksschule Rappottenstein;3911;Rappottenstein;Nr. 10a;02828/8302;vs.rappottenstein@noeschule.at;;APS $VS;
325431;Volksschule Zwettl, Rieggers;3931;Rieggers;Nr. 51;02829/7443;vs.zwettl-rieggers@noeschule.at;;APS $VS;
325438;Bundeshandelsakademie und Bundeshandelsschule Zwettl;3910;Zwettl;Hammerweg 1;02822/52380-0;hak.zwettl@noeschule.at;www.bhak-bhas-zwettl.ac.at;BBS K$S KMS KHS;
